TICKER,COMPANY,WEBSITE,INDUSTRY,SECTOR,PRICE,CURRENCY,CRITERIA PASSED,DIVIDEND SCORE
WST,"West Pharmaceutical Services, Inc.",https://www.westpharma.com,Medical Instruments & Supplies,Healthcare,361.36,USD,0,8.0028
WDC,Western Digital Corporation,https://www.westerndigital.com,Computer Hardware,Technology,58.23,USD,0,0.0323
WRK,WestRock Company,https://www.westrock.com,Packaging & Containers,Consumer Cyclical,42.39,USD,0,8.0339
WY,Weyerhaeuser Company,https://www.weyerhaeuser.com,REIT—Specialty,Real Estate,33.11,USD,0,7.0327
WHR,Whirlpool Corporation,https://www.whirlpoolcorp.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,115.96,USD,0,4.0367
WTW,Willis Towers Watson Public Limited Company,https://www.willistowerswatson.com,Insurance Brokers,Financial Services,249.48,USD,0,7.0137
XYL,Xylem Inc.,https://www.xylem.com,Specialty Industrial Machinery,Industrials,112.39,USD,0,9.0117
YUM,"Yum! Brands, Inc.",https://www.yum.com,Restaurants,Consumer Cyclical,129.09,USD,0,9.0174
ZBRA,Zebra Technologies Corporation,https://www.zebra.com,Communication Equipment,Technology,252.17,USD,0,0.0
ZBH,"Zimmer Biomet Holdings, Inc.",https://www.zimmerbiomet.com,Medical Devices,Healthcare,121.69,USD,0,8.0074
ZION,"Zions Bancorporation, National Association",https://www.zionsbancorporation.com,Banks—Regional,Financial Services,44.02,USD,0,7.0328
ZTS,Zoetis Inc.,https://www.zoetis.com,Drug Manufacturers—Specialty & Generic,Healthcare,191.52,USD,0,8.0062
